full_name,id,run_uuid,created_at,updated_at,repository_id,period_start_date,period_end_date,previous_period_start_date,previous_period_end_date,interval_weeks,sticky_metric_score,magnet_metric_score,Quadrant (calculated median),Transition,SIG change,developers_new_current_period,developers_total,developers_with_contributions_previous_period,developers_with_contributions_current_period,developers_with_contributions_previous_and_current_period,issues_count_current_period,issues_count_total,stargazers_count_current_period,stargazers_count_total,pull_requests_count_current_period,pull_requests_count_total,forks_count_current_period,forks_count_total,checkout_sha,Unnamed: 30,bugs_current_period,bugs_total,bugs_closed_current_period,bugs_closed_total,support_current_period,support_total,support_closed_current_period,support_closed_total,total_loc,total_kloc,total_lines,sig_volume_ranking,sig_volume_ranking_numeric,loc_complexity_per_risk,percentage_complexity_per_risk,loc_unit_size_per_risk,percentage_unit_size_per_risk,sig_complexity_ranking,sig_complexity_ranking_value,sig_unit_size_ranking,sig_unit_size_ranking_value,duplication_line_count,duplication_block_count,duplication_percentage,sig_duplication_ranking,sig_duplication_ranking_numeric,sig_analysability_ranking,sig_analysability_ranking_numeric,sig_changeability_ranking,sig_changeability_ranking_numeric,sig_testability_ranking,sig_testability_ranking_numeric,sig_overall_ranking_numeric,issues_average_duration_days,comments_total,comments_relevant_percentage,comments_relevant,comments_relevant_loc,comments_copyright,comments_copyright_loc,comments_auxiliary,comments_auxiliary_loc,comments_loc,comments_percentage,sig_comments_ranking,sig_comments_ranking_numeric,sig_analysability_ranking_no_unit_tests,sig_changeability_ranking_no_unit_tests,sig_testability_ranking_no_unit_tests,sig_overall_ranking_numeric_no_unit_tests
mixpanel/mixpanel-android,311.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:34,2024-01-26 00:34,8392.0,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26.0,"0,5","0,02608696",Stagnant,Stagnant -> Stagnant,SAME,3.0,115.0,4.0,5.0,2.0,17.0,790.0,24.0,956.0,11.0,339.0,9.0,334.0,7aec383f842bee14e418aa587b0f7d0274f444b3,,0.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,4298.0,4.0,5651.0,++,5.0,low: 2926 *** moderate: 374 *** high: 268 *** very_high: 0 ***,low: 68.078 *** moderate: 8.702 *** high: 6.235 *** very_high: 0 ***,low: 2625 *** moderate: 317 *** high: 345 *** very_high: 281 ***,low: 61.075 *** moderate: 7.376 *** high: 8.027 *** very_high: 6.538 ***,o,3.0,o,3.0,87.0,24.0,"2,02",++,5.0,+,4.0,+,4.0,o,3.0,4.0,"160,9197",331.0,95.0,313.0,1356.0,6.0,25.0,12.0,12.0,1393.0,25.0,+,4.0,4.0,4.0,3.0,4.0
mixpanel/mixpanel-android,312.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:34,2024-01-26 00:34,8392.0,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26.0,"0,6",0,Stagnant,Stagnant -> Stagnant,SAME,0.0,115.0,5.0,3.0,3.0,16.0,806.0,15.0,971.0,10.0,349.0,6.0,340.0,cb6aa7f0d778d09c840b3f8cf67571eff42a343c,,0.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,3900.0,4.0,5373.0,++,5.0,low: 2640 *** moderate: 359 *** high: 229 *** very_high: 0 ***,low: 67.692 *** moderate: 9.205 *** high: 5.872 *** very_high: 0 ***,low: 2418 *** moderate: 234 *** high: 402 *** very_high: 174 ***,low: 62 *** moderate: 6 *** high: 10.308 *** very_high: 4.462 ***,o,3.0,+,4.0,81.0,22.0,"2,08",++,5.0,+,5.0,+,4.0,o,4.0,4.0,"159,2845",330.0,95.0,313.0,1478.0,6.0,25.0,11.0,11.0,1514.0,28.0,+,4.0,5.0,4.0,4.0,4.0
wstrange/GoogleAuth,314.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:35,2024-01-26 00:35,8437.0,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26.0,0,0,Terminal,Fluctuating -> Terminal,SAME,0.0,21.0,3.0,1.0,0.0,2.0,83.0,52.0,695.0,0.0,29.0,16.0,233.0,469043d3d87a4236665379fc5b17371f42ff9d91,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,833.0,1.0,1748.0,++,5.0,low: 621 *** moderate: 0 *** high: 0 *** very_high: 0 ***,low: 74.55 *** moderate: 0 *** high: 0 *** very_high: 0 ***,low: 539 *** moderate: 82 *** high: 0 *** very_high: 0 ***,low: 64.706 *** moderate: 9.844 *** high: 0 *** very_high: 0 ***,++,5.0,++,5.0,0.0,0.0,0,++,5.0,++,5.0,++,5.0,+,5.0,5.0,"55,9733",133.0,88.0,117.0,554.0,15.0,360.0,1.0,1.0,915.0,52.0,++,5.0,5.0,5.0,5.0,5.0
wstrange/GoogleAuth,315.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:35,2024-01-26 00:35,8437.0,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26.0,1,"0,08695652",Attractive,Terminal -> Attractive,SAME,2.0,23.0,1.0,4.0,1.0,2.0,85.0,52.0,747.0,2.0,31.0,21.0,254.0,98274b6e6b8835353b00ee93d2f0c174798a1035,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,860.0,1.0,1796.0,++,5.0,low: 650 *** moderate: 0 *** high: 0 *** very_high: 0 ***,low: 75.581 *** moderate: 0 *** high: 0 *** very_high: 0 ***,low: 568 *** moderate: 82 *** high: 0 *** very_high: 0 ***,low: 66.047 *** moderate: 9.535 *** high: 0 *** very_high: 0 ***,++,5.0,++,5.0,0.0,0.0,0,++,5.0,++,5.0,++,5.0,+,5.0,5.0,"83,6709",137.0,88.0,121.0,575.0,15.0,360.0,1.0,1.0,936.0,52.0,++,5.0,5.0,5.0,5.0,5.0
wstrange/GoogleAuth,316.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:35,2024-01-26 00:35,8437.0,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26.0,"0,25","0,08",Attractive,Attractive -> Attractive,SAME,2.0,25.0,4.0,3.0,1.0,6.0,91.0,59.0,806.0,2.0,33.0,17.0,271.0,e43a737d94795714c5840eb0d1503d43df40f6c1,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,860.0,1.0,1796.0,++,5.0,low: 650 *** moderate: 0 *** high: 0 *** very_high: 0 ***,low: 75.581 *** moderate: 0 *** high: 0 *** very_high: 0 ***,low: 568 *** moderate: 82 *** high: 0 *** very_high: 0 ***,low: 66.047 *** moderate: 9.535 *** high: 0 *** very_high: 0 ***,++,5.0,++,5.0,0.0,0.0,0,++,5.0,++,5.0,++,5.0,+,5.0,5.0,"83,5732",137.0,88.0,121.0,575.0,15.0,360.0,1.0,1.0,936.0,52.0,++,5.0,5.0,5.0,5.0,5.0
wstrange/GoogleAuth,317.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:35,2024-01-26 00:35,8437.0,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26.0,"0,33333333",0,Stagnant,Attractive -> Stagnant,SAME,0.0,25.0,3.0,1.0,1.0,3.0,94.0,51.0,857.0,1.0,34.0,19.0,290.0,df517ef1ecd3444eea2720eef5e6772885446feb,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,860.0,1.0,1796.0,++,5.0,low: 650 *** moderate: 0 *** high: 0 *** very_high: 0 ***,low: 75.581 *** moderate: 0 *** high: 0 *** very_high: 0 ***,low: 568 *** moderate: 82 *** high: 0 *** very_high: 0 ***,low: 66.047 *** moderate: 9.535 *** high: 0 *** very_high: 0 ***,++,5.0,++,5.0,0.0,0.0,0,++,5.0,++,5.0,++,5.0,+,5.0,5.0,"82,5663",137.0,88.0,121.0,575.0,15.0,360.0,1.0,1.0,936.0,52.0,++,5.0,5.0,5.0,5.0,5.0
wstrange/GoogleAuth,318.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:35,2024-01-26 00:35,8437.0,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26.0,0,"0,03846154",Terminal,Stagnant -> Terminal,SAME,1.0,26.0,1.0,2.0,0.0,3.0,97.0,44.0,901.0,1.0,35.0,9.0,299.0,91118dcb356fca6eb1985043c2fff206031fc437,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,860.0,1.0,1796.0,++,5.0,low: 650 *** moderate: 0 *** high: 0 *** very_high: 0 ***,low: 75.581 *** moderate: 0 *** high: 0 *** very_high: 0 ***,low: 568 *** moderate: 82 *** high: 0 *** very_high: 0 ***,low: 66.047 *** moderate: 9.535 *** high: 0 *** very_high: 0 ***,++,5.0,++,5.0,0.0,0.0,0,++,5.0,++,5.0,++,5.0,+,5.0,5.0,"84,1512",137.0,88.0,121.0,575.0,15.0,360.0,1.0,1.0,936.0,52.0,++,5.0,5.0,5.0,5.0,5.0
wstrange/GoogleAuth,319.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:35,2024-01-26 00:35,8437.0,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26.0,0,0,Terminal,Terminal -> Terminal,SAME,0.0,26.0,2.0,0.0,0.0,0.0,97.0,36.0,937.0,0.0,35.0,7.0,306.0,91118dcb356fca6eb1985043c2fff206031fc437,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,860.0,1.0,1796.0,++,5.0,low: 650 *** moderate: 0 *** high: 0 *** very_high: 0 ***,low: 75.581 *** moderate: 0 *** high: 0 *** very_high: 0 ***,low: 568 *** moderate: 82 *** high: 0 *** very_high: 0 ***,low: 66.047 *** moderate: 9.535 *** high: 0 *** very_high: 0 ***,++,5.0,++,5.0,0.0,0.0,0,++,5.0,++,5.0,++,5.0,+,5.0,5.0,"84,1512",137.0,88.0,121.0,575.0,15.0,360.0,1.0,1.0,936.0,52.0,++,5.0,5.0,5.0,5.0,5.0
wstrange/GoogleAuth,320.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:35,2024-01-26 00:35,8437.0,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26.0,0,"0,03703704",Terminal,Terminal -> Terminal,SAME,1.0,27.0,0.0,2.0,0.0,2.0,99.0,27.0,964.0,1.0,36.0,5.0,311.0,3f9300bb48909646a1924683197c716f917378d9,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,860.0,1.0,1796.0,++,5.0,low: 650 *** moderate: 0 *** high: 0 *** very_high: 0 ***,low: 75.581 *** moderate: 0 *** high: 0 *** very_high: 0 ***,low: 568 *** moderate: 82 *** high: 0 *** very_high: 0 ***,low: 66.047 *** moderate: 9.535 *** high: 0 *** very_high: 0 ***,++,5.0,++,5.0,0.0,0.0,0,++,5.0,++,5.0,++,5.0,+,5.0,5.0,"82,2614",137.0,88.0,121.0,575.0,15.0,360.0,1.0,1.0,936.0,52.0,++,5.0,5.0,5.0,5.0,5.0
PortSwigger/param-miner,322.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:36,2024-01-26 00:36,8452.0,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26.0,1,"0,07692308",Attractive,Terminal -> Attractive,SAME,1.0,13.0,1.0,2.0,1.0,5.0,17.0,106.0,339.0,1.0,5.0,14.0,43.0,a62f640fcea982a213245cf58cfe9c2f3f0c923c,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4100.0,4.0,4336.0,++,5.0,low: 2179 *** moderate: 711 *** high: 445 *** very_high: 0 ***,low: 53.146 *** moderate: 17.341 *** high: 10.854 *** very_high: 0 ***,low: 1917 *** moderate: 302 *** high: 664 *** very_high: 452 ***,low: 46.756 *** moderate: 7.366 *** high: 16.195 *** very_high: 11.024 ***,-,2.0,-,2.0,27.0,6.0,"0,66",++,5.0,o,4.0,o,3.0,-,2.0,3.0,"25,7143",231.0,81.0,186.0,194.0,0.0,0.0,45.0,45.0,239.0,6.0,-,2.0,4.0,3.0,2.0,3.0
PortSwigger/param-miner,323.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:36,2024-01-26 00:36,8452.0,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26.0,"0,5","0,13333333",Attractive,Attractive -> Attractive,UP,2.0,15.0,2.0,4.0,1.0,11.0,28.0,102.0,441.0,3.0,8.0,21.0,64.0,f76cc95220f573e3904b6afebc63c564cbf74b63,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4602.0,5.0,4924.0,++,5.0,low: 2591 *** moderate: 828 *** high: 478 *** very_high: 0 ***,low: 56.302 *** moderate: 17.992 *** high: 10.387 *** very_high: 0 ***,low: 2249 *** moderate: 557 *** high: 536 *** very_high: 555 ***,low: 48.87 *** moderate: 12.103 *** high: 11.647 *** very_high: 12.06 ***,-,2.0,-,2.0,42.0,10.0,"0,91",++,5.0,+,4.0,o,3.0,-,2.0,3.0,"90,3125",314.0,82.0,258.0,266.0,0.0,0.0,56.0,56.0,322.0,7.0,o,3.0,4.0,3.0,2.0,3.0
PortSwigger/param-miner,324.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:36,2024-01-26 00:36,8452.0,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26.0,"0,25","0,21052632",Attractive,Attractive -> Attractive,SAME,4.0,19.0,4.0,5.0,1.0,19.0,47.0,112.0,553.0,3.0,11.0,21.0,85.0,f3f55449db96bb464d541d285a34b3e93f047730,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2597.0,3.0,2792.0,++,5.0,low: 1348 *** moderate: 572 *** high: 381 *** very_high: 0 ***,low: 51.906 *** moderate: 22.025 *** high: 14.671 *** very_high: 0 ***,low: 1033 *** moderate: 253 *** high: 539 *** very_high: 476 ***,low: 39.777 *** moderate: 9.742 *** high: 20.755 *** very_high: 18.329 ***,-,2.0,--,1.0,17.0,4.0,"0,65",++,5.0,o,4.0,o,3.0,-,2.0,3.0,"126,1351",192.0,84.0,161.0,167.0,0.0,0.0,31.0,31.0,198.0,7.0,o,3.0,4.0,3.0,2.0,3.0
PortSwigger/param-miner,325.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:36,2024-01-26 00:36,8452.0,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26.0,"0,4","0,05",Stagnant,Attractive -> Stagnant,SAME,1.0,20.0,5.0,3.0,2.0,10.0,57.0,109.0,662.0,1.0,12.0,18.0,103.0,628660daf9d557936aef412199f0d51c8fe0c160,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2597.0,3.0,2792.0,++,5.0,low: 1348 *** moderate: 572 *** high: 381 *** very_high: 0 ***,low: 51.906 *** moderate: 22.025 *** high: 14.671 *** very_high: 0 ***,low: 1033 *** moderate: 253 *** high: 539 *** very_high: 476 ***,low: 39.777 *** moderate: 9.742 *** high: 20.755 *** very_high: 18.329 ***,-,2.0,--,1.0,17.0,4.0,"0,65",++,5.0,o,4.0,o,3.0,-,2.0,3.0,"115,5238",192.0,84.0,161.0,167.0,0.0,0.0,31.0,31.0,198.0,7.0,o,3.0,4.0,3.0,2.0,3.0
PortSwigger/param-miner,326.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:36,2024-01-26 00:36,8452.0,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26.0,"0,66666667","0,16666667",Attractive,Stagnant -> Attractive,SAME,4.0,24.0,3.0,7.0,2.0,14.0,71.0,97.0,759.0,6.0,18.0,15.0,118.0,efe5b85659c9388e5469bf4a9297bf088df0d725,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.0,3.0,2974.0,++,5.0,low: 1345 *** moderate: 537 *** high: 564 *** very_high: 0 ***,low: 48.644 *** moderate: 19.421 *** high: 20.398 *** very_high: 0 ***,low: 1025 *** moderate: 256 *** high: 501 *** very_high: 664 ***,low: 37.071 *** moderate: 9.259 *** high: 18.119 *** very_high: 24.014 ***,--,1.0,--,1.0,17.0,4.0,"0,61",++,5.0,o,4.0,o,3.0,-,2.0,3.0,"101,1633",205.0,84.0,173.0,179.0,0.0,0.0,32.0,32.0,211.0,7.0,o,3.0,4.0,3.0,1.0,3.0
PortSwigger/param-miner,327.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:36,2024-01-26 00:36,8452.0,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26.0,"0,42857143","0,04",Stagnant,Attractive -> Stagnant,SAME,1.0,25.0,7.0,4.0,3.0,3.0,74.0,104.0,863.0,1.0,19.0,15.0,133.0,efb47b5048cb4dde6b91dd8e5b926d212bad95d2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2726.0,3.0,2932.0,++,5.0,low: 1319 *** moderate: 537 *** high: 564 *** very_high: 0 ***,low: 48.386 *** moderate: 19.699 *** high: 20.69 *** very_high: 0 ***,low: 1000 *** moderate: 256 *** high: 501 *** very_high: 663 ***,low: 36.684 *** moderate: 9.391 *** high: 18.379 *** very_high: 24.321 ***,--,1.0,--,1.0,17.0,4.0,"0,62",++,5.0,o,4.0,o,3.0,-,2.0,3.0,"95,4231",202.0,84.0,170.0,176.0,0.0,0.0,32.0,32.0,208.0,7.0,o,3.0,4.0,3.0,1.0,3.0
PortSwigger/param-miner,328.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:36,2024-01-26 00:36,8452.0,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26.0,"0,75",0,Stagnant,Stagnant -> Stagnant,SAME,0.0,25.0,4.0,3.0,3.0,5.0,79.0,80.0,943.0,1.0,20.0,15.0,148.0,a5703edba76de009c7bea86bf3eb7b4356238a2b,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2726.0,3.0,2932.0,++,5.0,low: 1319 *** moderate: 537 *** high: 564 *** very_high: 0 ***,low: 48.386 *** moderate: 19.699 *** high: 20.69 *** very_high: 0 ***,low: 1000 *** moderate: 256 *** high: 501 *** very_high: 663 ***,low: 36.684 *** moderate: 9.391 *** high: 18.379 *** very_high: 24.321 ***,--,1.0,--,1.0,17.0,4.0,"0,62",++,5.0,o,4.0,o,3.0,-,2.0,3.0,"91,8889",202.0,84.0,170.0,176.0,0.0,0.0,32.0,32.0,208.0,7.0,o,3.0,4.0,3.0,1.0,3.0
natario1/Transcoder,330.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:38,2024-01-26 00:38,8996.0,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26.0,"0,5","0,41176471",Attractive,Attractive -> Attractive,SAME,7.0,17.0,2.0,8.0,1.0,0.0,0.0,131.0,141.0,33.0,34.0,19.0,22.0,2660e7839f840ca8d982e6240fa069e347e4d410,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3949.0,4.0,5322.0,++,5.0,low: 2246 *** moderate: 384 *** high: 0 *** very_high: 0 ***,low: 56.875 *** moderate: 9.724 *** high: 0 *** very_high: 0 ***,low: 2119 *** moderate: 187 *** high: 324 *** very_high: 0 ***,low: 53.659 *** moderate: 4.735 *** high: 8.205 *** very_high: 0 ***,++,5.0,++,5.0,13.0,4.0,"0,33",++,5.0,+,5.0,++,5.0,+,5.0,5.0,0,420.0,95.0,398.0,1211.0,12.0,180.0,10.0,10.0,1401.0,26.0,+,4.0,5.0,5.0,5.0,5.0
natario1/Transcoder,331.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:38,2024-01-26 00:38,8996.0,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26.0,"0,375","0,10526316",Attractive,Attractive -> Attractive,SAME,2.0,19.0,8.0,5.0,3.0,0.0,0.0,96.0,237.0,16.0,50.0,19.0,41.0,3652338f7bc534037618b5e36e8c34f19e70a2f6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4304.0,4.0,5720.0,++,5.0,low: 2453 *** moderate: 340 *** high: 67 *** very_high: 0 ***,low: 56.993 *** moderate: 7.9 *** high: 1.557 *** very_high: 0 ***,low: 2322 *** moderate: 143 *** high: 395 *** very_high: 0 ***,low: 53.95 *** moderate: 3.322 *** high: 9.178 *** very_high: 0 ***,+,4.0,++,5.0,13.0,4.0,"0,3",++,5.0,+,5.0,+,4.0,+,4.0,4.0,0,435.0,95.0,413.0,1254.0,12.0,180.0,10.0,10.0,1444.0,25.0,+,4.0,5.0,4.0,5.0,5.0
natario1/Transcoder,332.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:38,2024-01-26 00:38,8996.0,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26.0,0,"0,13636364",Fluctuating,Attractive -> Fluctuating,SAME,3.0,22.0,5.0,3.0,0.0,0.0,0.0,124.0,361.0,3.0,53.0,22.0,63.0,3652338f7bc534037618b5e36e8c34f19e70a2f6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4304.0,4.0,5720.0,++,5.0,low: 2453 *** moderate: 340 *** high: 67 *** very_high: 0 ***,low: 56.993 *** moderate: 7.9 *** high: 1.557 *** very_high: 0 ***,low: 2322 *** moderate: 143 *** high: 395 *** very_high: 0 ***,low: 53.95 *** moderate: 3.322 *** high: 9.178 *** very_high: 0 ***,+,4.0,++,5.0,13.0,4.0,"0,3",++,5.0,+,5.0,+,4.0,+,4.0,4.0,0,435.0,95.0,413.0,1254.0,12.0,180.0,10.0,10.0,1444.0,25.0,+,4.0,5.0,4.0,5.0,5.0
natario1/Transcoder,333.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:38,2024-01-26 00:38,8996.0,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26.0,0,"0,18518519",Fluctuating,Fluctuating -> Fluctuating,SAME,5.0,27.0,3.0,7.0,0.0,0.0,0.0,76.0,437.0,13.0,66.0,24.0,87.0,bf4ce2c7a5b1c7fe4a86dd96588e0ca48bafaf1a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3296.0,3.0,4375.0,++,5.0,low: 1844 *** moderate: 263 *** high: 67 *** very_high: 0 ***,low: 55.947 *** moderate: 7.979 *** high: 2.033 *** very_high: 0 ***,low: 1808 *** moderate: 35 *** high: 331 *** very_high: 0 ***,low: 54.854 *** moderate: 1.062 *** high: 10.042 *** very_high: 0 ***,+,4.0,++,5.0,37.0,12.0,"1,12",++,5.0,+,5.0,+,4.0,+,4.0,4.0,0,321.0,96.0,308.0,993.0,6.0,90.0,7.0,7.0,1090.0,25.0,+,4.0,5.0,4.0,5.0,5.0
natario1/Transcoder,334.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:38,2024-01-26 00:38,8996.0,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26.0,"0,42857143","0,06896552",Attractive,Fluctuating -> Attractive,SAME,2.0,29.0,7.0,5.0,3.0,0.0,0.0,73.0,510.0,4.0,70.0,19.0,106.0,dab9ac2c8feb7fb04245b95f99ad7c6cabc65aca,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3311.0,3.0,4395.0,++,5.0,low: 1861 *** moderate: 263 *** high: 67 *** very_high: 0 ***,low: 56.207 *** moderate: 7.943 *** high: 2.024 *** very_high: 0 ***,low: 1825 *** moderate: 35 *** high: 331 *** very_high: 0 ***,low: 55.119 *** moderate: 1.057 *** high: 9.997 *** very_high: 0 ***,+,4.0,++,5.0,37.0,12.0,"1,12",++,5.0,+,5.0,+,4.0,+,4.0,4.0,0,323.0,96.0,310.0,998.0,6.0,90.0,7.0,7.0,1095.0,25.0,+,4.0,5.0,4.0,5.0,5.0
natario1/Transcoder,335.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:38,2024-01-26 00:38,8996.0,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26.0,"0,8","0,12121212",Attractive,Attractive -> Attractive,SAME,4.0,33.0,5.0,8.0,4.0,0.0,0.0,57.0,567.0,6.0,76.0,17.0,123.0,ccbcd50b7c85e9e0bd5a8e29ebdc1699e6f61cd3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3314.0,3.0,4398.0,++,5.0,low: 1864 *** moderate: 263 *** high: 67 *** very_high: 0 ***,low: 56.246 *** moderate: 7.936 *** high: 2.022 *** very_high: 0 ***,low: 1828 *** moderate: 35 *** high: 331 *** very_high: 0 ***,low: 55.16 *** moderate: 1.056 *** high: 9.988 *** very_high: 0 ***,+,4.0,++,5.0,37.0,12.0,"1,12",++,5.0,+,5.0,+,4.0,+,4.0,4.0,0,323.0,96.0,310.0,998.0,6.0,90.0,7.0,7.0,1095.0,25.0,+,4.0,5.0,4.0,5.0,5.0
natario1/Transcoder,336.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:38,2024-01-26 00:38,8996.0,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26.0,"0,375",0,Stagnant,Attractive -> Stagnant,SAME,0.0,33.0,8.0,3.0,3.0,0.0,0.0,69.0,636.0,1.0,77.0,12.0,135.0,ccbcd50b7c85e9e0bd5a8e29ebdc1699e6f61cd3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3314.0,3.0,4398.0,++,5.0,low: 1864 *** moderate: 263 *** high: 67 *** very_high: 0 ***,low: 56.246 *** moderate: 7.936 *** high: 2.022 *** very_high: 0 ***,low: 1828 *** moderate: 35 *** high: 331 *** very_high: 0 ***,low: 55.16 *** moderate: 1.056 *** high: 9.988 *** very_high: 0 ***,+,4.0,++,5.0,37.0,12.0,"1,12",++,5.0,+,5.0,+,4.0,+,4.0,4.0,0,323.0,96.0,310.0,998.0,6.0,90.0,7.0,7.0,1095.0,25.0,+,4.0,5.0,4.0,5.0,5.0
eclipse-californium/californium,338.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-26 00:53,2024-01-26 00:53,8497.0,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26.0,"0,36363636","0,02409639",Stagnant,Attractive -> Stagnant,SAME,2.0,83.0,11.0,7.0,4.0,181.0,1167.0,61.0,393.0,125.0,695.0,21.0,225.0,6d8511bb9876500bd2c6bf855e7deaee03569d35,,7.0,53.0,7.0,53.0,5.0,62.0,5.0,59.0,40401.0,40.0,76805.0,++,5.0,low: 27129 *** moderate: 3864 *** high: 1177 *** very_high: 148 ***,low: 67.149 *** moderate: 9.564 *** high: 2.913 *** very_high: 0.366 ***,low: 24752 *** moderate: 3338 *** high: 2900 *** very_high: 1328 ***,low: 61.266 *** moderate: 8.262 *** high: 7.178 *** very_high: 3.287 ***,-,2.0,++,5.0,695.0,181.0,"1,72",++,5.0,++,5.0,+,4.0,o,4.0,4.0,"32,8402",6897.0,92.0,6330.0,29017.0,391.0,7475.0,176.0,190.0,36682.0,48.0,++,5.0,5.0,4.0,4.0,4.0
