"full_name","id","run_uuid","created_at","updated_at","repository_id","period_start_date","period_end_date","previous_period_start_date","previous_period_end_date","interval_weeks","sticky_metric_score","magnet_metric_score","oss_category","Transition","SIG change","developers_new_current_period","developers_total","developers_with_contributions_previous_period","developers_with_contributions_current_period","developers_with_contributions_previous_and_current_period","issues_count_current_period","issues_count_total","stargazers_count_current_period","stargazers_count_total","pull_requests_count_current_period","pull_requests_count_total","forks_count_current_period","forks_count_total","checkout_sha",,"bugs_current_period","bugs_total","bugs_closed_current_period","bugs_closed_total","support_current_period","support_total","support_closed_current_period","support_closed_total","total_loc","total_kloc","total_lines","sig_volume_ranking","sig_volume_ranking_numeric","loc_complexity_per_risk","percentage_complexity_per_risk","loc_unit_size_per_risk","percentage_unit_size_per_risk","sig_complexity_ranking","sig_complexity_ranking_value","sig_unit_size_ranking","sig_unit_size_ranking_value","duplication_line_count","duplication_block_count","duplication_percentage","sig_duplication_ranking","sig_duplication_ranking_numeric","sig_analysability_ranking","sig_analysability_ranking_numeric","sig_changeability_ranking","sig_changeability_ranking_numeric","sig_testability_ranking","sig_testability_ranking_numeric","sig_overall_ranking_numeric","issues_average_duration_days","comments_total","comments_relevant_percentage","comments_relevant","comments_relevant_loc","comments_copyright","comments_copyright_loc","comments_auxiliary","comments_auxiliary_loc","comments_loc","comments_percentage","sig_comments_ranking","sig_comments_ranking_numeric","sig_analysability_ranking_no_unit_tests","sig_changeability_ranking_no_unit_tests","sig_testability_ranking_no_unit_tests","sig_overall_ranking_numeric_no_unit_tests","prev_sig_analysability_ranking_no_unit_tests","prev_sig_changeability_ranking_no_unit_tests","prev_sig_testability_ranking_no_unit_tests","prev_sig_overall_ranking_numeric_no_unit_tests","prev_oss_category","full_name"
"rharter/auto-value-parcel",376,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 00:58","2024-01-26 00:58",8684,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26,0,0,"Terminal","Terminal -> Terminal","SAME",0,35,0,0,0,0,156,3,661,0,74,1,63,"777fbb801c991b20dc9a0343eb5a84d1e074e1de",,0,5,0,4,0,0,0,0,878,1,955,"++",5,"low: 523 *** moderate: 34 *** high: 171 *** very_high: 0 ***","low: 59.567 *** moderate: 3.872 *** high: 19.476 *** very_high: 0 ***","low: 388 *** moderate: 73 *** high: 96 *** very_high: 171 ***","low: 44.191 *** moderate: 8.314 *** high: 10.934 *** very_high: 19.476 ***","--",1,"--",1,0,0,0,"++",5,"o",4,"o",3,"-",2,3,"102,1351",12,100,12,77,0,0,0,0,77,8,"o",3,4,3,1,3,4,3,1,3,"Terminal","rharter/auto-value-parcel"
"yacy/yacy_grid_mcp",377,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:04","2024-01-26 01:04",8707,2019-01-01,2019-07-02,2018-07-03,2019-01-01,26,"0,33333333","0,23076923","Attractive",,,3,13,3,5,1,7,42,66,627,5,16,3,15,"611d989ce809abc1ba50f010bcf094311f5d4464",,0,2,0,2,0,0,0,0,17428,17,25843,"++",5,"low: 10410 *** moderate: 2544 *** high: 759 *** very_high: 975 ***","low: 59.731 *** moderate: 14.597 *** high: 4.355 *** very_high: 5.594 ***","low: 9996 *** moderate: 1634 *** high: 954 *** very_high: 2104 ***","low: 57.356 *** moderate: 9.376 *** high: 5.474 *** very_high: 12.073 ***","--",1,"-",2,444,123,"2,55","++",5,"+",4,"o",3,"-",2,3,"17,2083",2598,80,2069,6206,153,2780,376,376,9362,36,"o",3,4,3,2,3,,,,,,"yacy/yacy_grid_mcp"
"yacy/yacy_grid_mcp",378,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:04","2024-01-26 01:04",8707,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26,"0,4","0,13333333","Attractive","Attractive -> Attractive","SAME",2,15,5,4,2,1,43,13,640,1,17,1,16,"6c123d153c07b0af0409acb8730e2a245f2f3afc",,0,2,0,2,0,0,0,0,17860,18,26318,"++",5,"low: 10631 *** moderate: 2574 *** high: 877 *** very_high: 975 ***","low: 59.524 *** moderate: 14.412 *** high: 4.91 *** very_high: 5.459 ***","low: 10209 *** moderate: 1626 *** high: 1064 *** very_high: 2158 ***","low: 57.161 *** moderate: 9.104 *** high: 5.957 *** very_high: 12.083 ***","--",1,"-",2,438,119,"2,45","++",5,"+",4,"o",3,"-",2,3,"17,2083",2637,80,2103,6235,156,2834,378,378,9447,36,"o",3,4,3,2,3,4,3,2,3,"Attractive","yacy/yacy_grid_mcp"
"yacy/yacy_grid_mcp",379,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:04","2024-01-26 01:04",8707,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26,"0,25","0,0625","Attractive","Attractive -> Attractive","SAME",1,16,4,2,1,0,43,4,644,0,17,1,17,"45905ed4c5503ee36fa0bcc50d2a4321e26e0b7e",,0,2,0,2,0,0,0,0,17894,18,26585,"++",5,"low: 10694 *** moderate: 2522 *** high: 760 *** very_high: 1110 ***","low: 59.763 *** moderate: 14.094 *** high: 4.247 *** very_high: 6.203 ***","low: 10107 *** moderate: 1725 *** high: 1066 *** very_high: 2188 ***","low: 56.483 *** moderate: 9.64 *** high: 5.957 *** very_high: 12.228 ***","--",1,"-",2,408,117,"2,28","++",5,"+",4,"o",3,"-",2,3,"17,2083",2698,80,2153,6434,158,2862,387,387,9683,36,"o",3,4,3,2,3,4,3,2,3,"Attractive","yacy/yacy_grid_mcp"
"yacy/yacy_grid_mcp",380,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:04","2024-01-26 01:04",8707,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26,0,"0,05882353","Terminal","Attractive -> Terminal","SAME",1,17,2,1,0,2,45,1,645,1,18,2,19,"45905ed4c5503ee36fa0bcc50d2a4321e26e0b7e",,0,2,0,2,0,0,0,0,17894,18,26585,"++",5,"low: 10694 *** moderate: 2522 *** high: 760 *** very_high: 1110 ***","low: 59.763 *** moderate: 14.094 *** high: 4.247 *** very_high: 6.203 ***","low: 10107 *** moderate: 1725 *** high: 1066 *** very_high: 2188 ***","low: 56.483 *** moderate: 9.64 *** high: 5.957 *** very_high: 12.228 ***","--",1,"-",2,408,117,"2,28","++",5,"+",4,"o",3,"-",2,3,"16,52",2698,80,2153,6434,158,2862,387,387,9683,36,"o",3,4,3,2,3,4,3,2,3,"Attractive","yacy/yacy_grid_mcp"
"yacy/yacy_grid_mcp",381,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:04","2024-01-26 01:04",8707,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26,0,0,"Terminal","Terminal -> Terminal","SAME",0,17,1,1,0,0,45,2,647,0,18,1,20,"e9989f160f6688db7550e6e50353da43838cb83b",,0,2,0,2,0,0,0,0,17937,18,26629,"++",5,"low: 10719 *** moderate: 2529 *** high: 760 *** very_high: 1110 ***","low: 59.759 *** moderate: 14.099 *** high: 4.237 *** very_high: 6.188 ***","low: 10132 *** moderate: 1684 *** high: 1114 *** very_high: 2188 ***","low: 56.487 *** moderate: 9.388 *** high: 6.211 *** very_high: 12.198 ***","--",1,"-",2,408,117,"2,27","++",5,"+",4,"o",3,"-",2,3,"16,52",2699,80,2154,6435,158,2862,387,387,9684,36,"o",3,4,3,2,3,4,3,2,3,"Terminal","yacy/yacy_grid_mcp"
"yacy/yacy_grid_mcp",382,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:04","2024-01-26 01:04",8707,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26,1,0,"Stagnant","Terminal -> Stagnant","SAME",0,17,1,1,1,0,45,0,647,0,18,0,20,"da84c12b8ff94bac18ae407f8a643c5a13ac1e61",,0,2,0,2,0,0,0,0,19574,20,28755,"++",5,"low: 12055 *** moderate: 2665 *** high: 769 *** very_high: 1110 ***","low: 61.587 *** moderate: 13.615 *** high: 3.929 *** very_high: 5.671 ***","low: 11282 *** moderate: 1901 *** high: 1224 *** very_high: 2192 ***","low: 57.638 *** moderate: 9.712 *** high: 6.253 *** very_high: 11.199 ***","--",1,"-",2,613,189,"3,13","+",4,"o",4,"o",3,"-",2,3,"16,52",2801,80,2244,6788,166,3006,391,391,10185,35,"o",3,4,3,2,3,4,3,2,3,"Terminal","yacy/yacy_grid_mcp"
"yacy/yacy_grid_mcp",383,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:04","2024-01-26 01:04",8707,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26,1,"0,05555556","Stagnant","Stagnant -> Stagnant","SAME",1,18,1,2,1,1,46,6,653,1,19,3,23,"0c438e1bf534e2c875aaa95b311692bbe3fa9db3",,0,2,0,2,0,0,0,0,20878,21,30430,"++",5,"low: 12957 *** moderate: 2923 *** high: 768 *** very_high: 1110 ***","low: 62.061 *** moderate: 14 *** high: 3.679 *** very_high: 5.317 ***","low: 12009 *** moderate: 2168 *** high: 1386 *** very_high: 2195 ***","low: 57.52 *** moderate: 10.384 *** high: 6.639 *** very_high: 10.513 ***","--",1,"o",3,752,211,"3,6","+",4,"+",4,"o",3,"-",2,3,"57,1538",2907,80,2339,7026,174,3150,394,394,10570,35,"o",3,4,3,2,3,4,3,2,3,"Stagnant","yacy/yacy_grid_mcp"
"yacy/yacy_grid_mcp",384,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:04","2024-01-26 01:04",8707,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26,"0,5",0,"Stagnant","Stagnant -> Stagnant","SAME",0,18,2,1,1,0,46,2,655,0,19,0,23,"39aedb707bc542f7ff082fe8882608a674881812",,0,2,0,2,0,0,0,0,20856,21,30394,"++",5,"low: 12933 *** moderate: 2918 *** high: 768 *** very_high: 1110 ***","low: 62.011 *** moderate: 13.991 *** high: 3.682 *** very_high: 5.322 ***","low: 12017 *** moderate: 2136 *** high: 1381 *** very_high: 2195 ***","low: 57.619 *** moderate: 10.242 *** high: 6.622 *** very_high: 10.525 ***","--",1,"o",3,752,211,"3,61","+",4,"+",4,"o",3,"-",2,3,"57,1538",2909,81,2342,7033,173,3131,394,394,10558,35,"o",3,4,3,2,3,4,3,2,3,"Stagnant","yacy/yacy_grid_mcp"
"apache/mina-sshd",385,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:19","2024-01-26 01:19",8715,2019-01-01,2019-07-02,2018-07-03,2019-01-01,26,"0,14285714","0,08571429","Fluctuating",,,6,70,14,9,2,20,101,29,194,20,101,14,142,"68656d78bd9cceedd2d05591a8171a0f30ce1876",,0,0,0,0,0,0,0,0,75909,76,111394,"+",4,"low: 45758 *** moderate: 7648 *** high: 2406 *** very_high: 0 ***","low: 60.28 *** moderate: 10.075 *** high: 3.17 *** very_high: 0 ***","low: 41065 *** moderate: 5986 *** high: 6054 *** very_high: 2707 ***","low: 54.098 *** moderate: 7.886 *** high: 7.975 *** very_high: 3.566 ***","+",4,"++",5,1895,489,"2,5","++",5,"+",5,"+",4,"+",4,4,"28,1646",5519,69,3812,16887,1641,19111,66,68,36066,32,"+",4,5,4,5,5,,,,,,"apache/mina-sshd"
"apache/mina-sshd",386,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:19","2024-01-26 01:19",8715,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26,"0,33333333","0,01408451","Stagnant","Fluctuating -> Stagnant","SAME",1,71,9,6,3,6,107,31,225,6,107,8,150,"c7b9314400cee6a612d16666b1bde12c66ab55de",,0,0,0,0,0,0,0,0,78758,79,115227,"+",4,"low: 47195 *** moderate: 7811 *** high: 2443 *** very_high: 0 ***","low: 59.924 *** moderate: 9.918 *** high: 3.102 *** very_high: 0 ***","low: 42196 *** moderate: 5993 *** high: 6440 *** very_high: 2820 ***","low: 53.577 *** moderate: 7.609 *** high: 8.177 *** very_high: 3.581 ***","+",4,"++",5,1928,511,"2,45","++",5,"+",5,"+",4,"+",4,4,"30,7407",5613,69,3893,17338,1654,19259,66,68,36665,32,"+",4,5,4,5,5,5,4,5,5,"Fluctuating","apache/mina-sshd"
"apache/mina-sshd",387,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:19","2024-01-26 01:19",8715,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26,"0,33333333","0,08974359","Attractive","Stagnant -> Attractive","SAME",7,78,6,11,2,29,136,43,268,29,136,16,166,"a5c8f32d78671c31ee488d0de8b851b2228da865",,0,0,0,0,0,0,0,0,82985,83,119936,"+",4,"low: 49720 *** moderate: 8459 *** high: 2524 *** very_high: 0 ***","low: 59.914 *** moderate: 10.193 *** high: 3.042 *** very_high: 0 ***","low: 44125 *** moderate: 6787 *** high: 6873 *** very_high: 2918 ***","low: 53.172 *** moderate: 8.179 *** high: 8.282 *** very_high: 3.516 ***","+",4,"++",5,2056,533,"2,48","++",5,"+",5,"+",4,"+",4,4,"142,6111",5820,70,4053,17329,1689,19753,78,80,37162,31,"+",4,5,4,5,5,5,4,5,5,"Stagnant","apache/mina-sshd"
"apache/mina-sshd",388,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:19","2024-01-26 01:19",8715,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26,"0,45454545","0,07142857","Attractive","Attractive -> Attractive","SAME",6,84,11,11,5,40,176,73,341,40,176,17,183,"2fd8702928c846f07a925b2b7eaffb953afd7b88",,0,0,0,0,0,0,0,0,86479,86,125091,"+",4,"low: 52290 *** moderate: 8134 *** high: 2622 *** very_high: 0 ***","low: 60.466 *** moderate: 9.406 *** high: 3.032 *** very_high: 0 ***","low: 46798 *** moderate: 6595 *** high: 6675 *** very_high: 2978 ***","low: 54.115 *** moderate: 7.626 *** high: 7.719 *** very_high: 3.444 ***","+",4,"++",5,2107,555,"2,44","++",5,"+",5,"+",4,"+",4,4,"120,8563",6080,69,4216,18045,1776,20686,88,90,38821,31,"+",4,5,4,5,5,5,4,5,5,"Attractive","apache/mina-sshd"
"apache/mina-sshd",389,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:19","2024-01-26 01:19",8715,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26,"0,18181818","0,10638298","Fluctuating","Attractive -> Fluctuating","SAME",10,94,11,13,2,21,197,67,408,21,197,23,206,"6eafe5e40d1d664e289ca5b0db509fcbb424ebb5",,0,0,0,0,0,0,0,0,87784,88,127462,"+",4,"low: 52828 *** moderate: 8107 *** high: 2897 *** very_high: 0 ***","low: 60.18 *** moderate: 9.235 *** high: 3.3 *** very_high: 0 ***","low: 47367 *** moderate: 6715 *** high: 6501 *** very_high: 3249 ***","low: 53.959 *** moderate: 7.649 *** high: 7.406 *** very_high: 3.701 ***","+",4,"++",5,2108,558,"2,4","++",5,"+",5,"+",4,"+",4,4,"109,9091",6245,69,4327,18525,1830,21277,88,90,39892,31,"+",4,5,4,5,5,5,4,5,5,"Attractive","apache/mina-sshd"
"apache/mina-sshd",390,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:19","2024-01-26 01:19",8715,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26,"0,23076923","0,03092784","Terminal","Fluctuating -> Terminal","SAME",3,97,13,7,3,12,209,62,470,12,209,22,228,"9fcea204326cbcf0f08eda65bcf6e864c4b315d2",,0,0,0,0,0,0,0,0,89711,90,130486,"+",4,"low: 54014 *** moderate: 8270 *** high: 2900 *** very_high: 0 ***","low: 60.209 *** moderate: 9.218 *** high: 3.233 *** very_high: 0 ***","low: 48359 *** moderate: 6898 *** high: 6707 *** very_high: 3220 ***","low: 53.905 *** moderate: 7.689 *** high: 7.476 *** very_high: 3.589 ***","+",4,"++",5,2145,573,"2,39","++",5,"+",5,"+",4,"+",4,4,"105,396",6480,70,4536,19287,1854,21600,90,90,40977,31,"+",4,5,4,5,5,5,4,5,5,"Fluctuating","apache/mina-sshd"
"apache/mina-sshd",391,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:19","2024-01-26 01:19",8715,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26,"0,42857143","0,03960396","Stagnant","Terminal -> Stagnant","SAME",4,101,7,8,3,17,226,74,544,17,226,25,253,"20d4e1ce70b8e20617c61a617728adc154e7e5f1",,0,0,0,0,0,0,0,0,90570,91,132022,"+",4,"low: 54633 *** moderate: 8209 *** high: 3054 *** very_high: 0 ***","low: 60.321 *** moderate: 9.064 *** high: 3.372 *** very_high: 0 ***","low: 48632 *** moderate: 6925 *** high: 6922 *** very_high: 3417 ***","low: 53.695 *** moderate: 7.646 *** high: 7.643 *** very_high: 3.773 ***","+",4,"++",5,2154,577,"2,38","++",5,"+",5,"+",4,"+",4,4,"98,0955",6701,71,4750,19886,1859,21671,92,94,41651,32,"+",4,5,4,5,5,5,4,5,5,"Terminal","apache/mina-sshd"
"apache/mina-sshd",392,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:19","2024-01-26 01:19",8715,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26,"0,375","0,05607477","Stagnant","Stagnant -> Stagnant","SAME",6,107,8,13,3,74,300,77,621,49,275,31,284,"dcc65db70639c45de50f80360a823115dc11b6d5",,4,4,4,4,0,0,0,0,90841,91,132695,"+",4,"low: 54783 *** moderate: 8282 *** high: 2941 *** very_high: 0 ***","low: 60.306 *** moderate: 9.117 *** high: 3.238 *** very_high: 0 ***","low: 48912 *** moderate: 6963 *** high: 6833 *** very_high: 3298 ***","low: 53.844 *** moderate: 7.665 *** high: 7.522 *** very_high: 3.631 ***","+",4,"++",5,2165,575,"2,38","++",5,"+",5,"+",4,"+",4,4,"77,5872",6796,71,4834,20130,1868,21810,94,96,42036,32,"+",4,5,4,5,5,5,4,5,5,"Stagnant","apache/mina-sshd"
"swagger-api/swagger-parser",393,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:21","2024-01-26 01:21",8785,2019-01-01,2019-07-02,2018-07-03,2019-01-01,26,"0,34482759","0,12837838","Attractive",,,19,148,29,30,10,169,1133,39,324,98,592,27,249,"b3d05c5fb687ae8d6398409b398fb32bf9167da0",,0,14,0,13,0,1,0,1,7953,8,8167,"++",5,"low: 3309 *** moderate: 1877 *** high: 1056 *** very_high: 798 ***","low: 41.607 *** moderate: 23.601 *** high: 13.278 *** very_high: 10.034 ***","low: 2649 *** moderate: 1501 *** high: 1278 *** very_high: 1612 ***","low: 33.308 *** moderate: 18.873 *** high: 16.069 *** very_high: 20.269 ***","--",1,"--",1,164,54,"2,06","++",5,"o",3,"o",3,"-",1,2,"37,1414",150,92,138,263,0,0,12,12,275,3,"-",2,3,3,1,2,,,,,,"swagger-api/swagger-parser"
"swagger-api/swagger-parser",394,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:21","2024-01-26 01:21",8785,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26,"0,26666667","0,08641975","Attractive","Attractive -> Attractive","SAME",14,162,30,25,8,142,1275,43,367,83,675,30,279,"fa0f9ce8f47935ca0e810def7685d837c696248d",,0,14,0,13,1,2,0,1,8084,8,8295,"++",5,"low: 3372 *** moderate: 2026 *** high: 1195 *** very_high: 559 ***","low: 41.712 *** moderate: 25.062 *** high: 14.782 *** very_high: 6.915 ***","low: 2758 *** moderate: 1444 *** high: 1368 *** very_high: 1582 ***","low: 34.117 *** moderate: 17.862 *** high: 16.922 *** very_high: 19.57 ***","--",1,"--",1,145,52,"1,79","++",5,"o",3,"o",3,"-",1,2,"36,3856",147,92,135,260,0,0,12,12,272,3,"-",2,3,3,1,2,3,3,1,2,"Attractive","swagger-api/swagger-parser"
"swagger-api/swagger-parser",395,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:21","2024-01-26 01:21",8785,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26,"0,28","0,07954545","Attractive","Attractive -> Attractive","SAME",14,176,25,23,7,111,1386,35,402,65,740,38,317,"b636b6d7a71d3959e5e0f663c21e19b1701df967",,1,15,1,14,0,2,0,1,8379,8,8594,"++",5,"low: 3552 *** moderate: 2026 *** high: 1277 *** very_high: 580 ***","low: 42.392 *** moderate: 24.179 *** high: 15.24 *** very_high: 6.922 ***","low: 3026 *** moderate: 1358 *** high: 1366 *** very_high: 1685 ***","low: 36.114 *** moderate: 16.207 *** high: 16.303 *** very_high: 20.11 ***","--",1,"--",1,157,54,"1,87","++",5,"o",3,"o",3,"-",1,2,"35,618",150,92,138,265,0,0,12,12,277,3,"-",2,3,3,1,2,3,3,1,2,"Attractive","swagger-api/swagger-parser"
"swagger-api/swagger-parser",396,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:21","2024-01-26 01:21",8785,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26,"0,30434783","0,06382979","Attractive","Attractive -> Attractive","SAME",12,188,23,21,7,118,1504,37,439,75,815,24,341,"8b9d8e0501d0867fa5db81f81fb6bf916e759dc4",,2,17,1,15,0,2,0,1,8421,8,8637,"++",5,"low: 3575 *** moderate: 2043 *** high: 1267 *** very_high: 586 ***","low: 42.453 *** moderate: 24.261 *** high: 15.046 *** very_high: 6.959 ***","low: 3045 *** moderate: 1323 *** high: 1423 *** very_high: 1680 ***","low: 36.16 *** moderate: 15.711 *** high: 16.898 *** very_high: 19.95 ***","--",1,"--",1,157,54,"1,86","++",5,"o",3,"o",3,"-",1,2,"34,5438",151,92,139,266,0,0,12,12,278,3,"-",2,3,3,1,2,3,3,1,2,"Attractive","swagger-api/swagger-parser"
"swagger-api/swagger-parser",397,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:21","2024-01-26 01:21",8785,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26,"0,23809524","0,08292683","Fluctuating","Attractive -> Fluctuating","SAME",17,205,21,22,5,71,1575,53,492,42,857,35,376,"152e8e82296c90fe5996e9f869a793678353439f",,0,17,0,15,0,2,0,1,8619,9,8840,"++",5,"low: 3707 *** moderate: 2235 *** high: 1330 *** very_high: 346 ***","low: 43.01 *** moderate: 25.931 *** high: 15.431 *** very_high: 4.014 ***","low: 3081 *** moderate: 1351 *** high: 1666 *** very_high: 1520 ***","low: 35.747 *** moderate: 15.675 *** high: 19.329 *** very_high: 17.635 ***","--",1,"-",2,146,49,"1,69","++",5,"o",4,"o",3,"-",2,3,"35,1323",155,92,143,270,0,0,12,12,282,3,"-",2,4,3,2,3,3,3,1,2,"Attractive","swagger-api/swagger-parser"
"swagger-api/swagger-parser",398,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:21","2024-01-26 01:21",8785,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26,"0,22727273","0,03755869","Terminal","Fluctuating -> Terminal","SAME",8,213,22,15,5,52,1627,42,534,31,888,20,396,"19bc11c8a60421956711a04bad35603ee12d3daa",,0,17,0,15,0,2,0,1,8697,9,8921,"++",5,"low: 3677 *** moderate: 1836 *** high: 1828 *** very_high: 350 ***","low: 42.279 *** moderate: 21.111 *** high: 21.019 *** very_high: 4.024 ***","low: 3135 *** moderate: 1352 *** high: 1678 *** very_high: 1526 ***","low: 36.047 *** moderate: 15.546 *** high: 19.294 *** very_high: 17.546 ***","--",1,"-",2,140,47,"1,61","++",5,"o",4,"o",3,"-",2,3,"37,889",158,92,146,273,0,0,12,12,285,3,"-",2,4,3,2,3,4,3,2,3,"Fluctuating","swagger-api/swagger-parser"
"swagger-api/swagger-parser",399,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:21","2024-01-26 01:21",8785,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26,"0,33333333","0,04910714","Stagnant","Terminal -> Stagnant","SAME",11,224,15,19,5,128,1755,47,581,89,977,22,418,"707adcb2fe3a2d31e8c915d9e4cacdb3b176f7c2",,0,17,0,15,0,2,0,1,12098,12,12421,"++",5,"low: 4915 *** moderate: 2239 *** high: 2457 *** very_high: 1007 ***","low: 40.627 *** moderate: 18.507 *** high: 20.309 *** very_high: 8.324 ***","low: 4228 *** moderate: 1765 *** high: 1933 *** very_high: 2692 ***","low: 34.948 *** moderate: 14.589 *** high: 15.978 *** very_high: 22.252 ***","--",1,"--",1,263,75,"2,17","++",5,"o",3,"o",3,"-",1,2,"37,7668",233,94,218,367,0,0,15,15,382,3,"-",2,3,3,1,2,4,3,2,3,"Terminal","swagger-api/swagger-parser"
"swagger-api/swagger-parser",400,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:21","2024-01-26 01:21",8785,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26,"0,10526316","0,04680851","Terminal","Stagnant -> Terminal","SAME",11,235,19,13,2,101,1856,53,634,66,1043,26,444,"19f7529d660387db1b19b438df9f3312277d637b",,0,17,0,15,0,2,0,1,12402,12,12735,"++",5,"low: 5019 *** moderate: 2186 *** high: 2703 *** very_high: 992 ***","low: 40.469 *** moderate: 17.626 *** high: 21.795 *** very_high: 7.999 ***","low: 4353 *** moderate: 1689 *** high: 2018 *** very_high: 2840 ***","low: 35.099 *** moderate: 13.619 *** high: 16.272 *** very_high: 22.9 ***","--",1,"--",1,245,71,"1,98","++",5,"o",3,"o",3,"-",1,2,"39,3356",235,93,219,374,0,0,16,16,390,3,"-",2,3,3,1,2,3,3,1,2,"Stagnant","swagger-api/swagger-parser"
"xuhuisheng/sonar-l10n-zh",401,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:22","2024-01-26 01:22",8936,2019-01-01,2019-07-02,2018-07-03,2019-01-01,26,"0,5","0,2","Attractive",,,3,15,2,4,1,1,31,41,280,0,6,25,124,"7806205e8561bfef705394b6a4afaec5b0582cd0",,0,0,0,0,0,0,0,0,183,0,224,"++",5,"low: 140 *** moderate: 33 *** high: 0 *** very_high: 0 ***","low: 76.503 *** moderate: 18.033 *** high: 0 *** very_high: 0 ***","low: 84 *** moderate: 33 *** high: 56 *** very_high: 0 ***","low: 45.902 *** moderate: 18.033 *** high: 30.601 *** very_high: 0 ***","++",5,"-",2,0,0,0,"++",5,"+",4,"++",5,"o",4,4,"8,3548",23,83,19,19,1,19,3,3,41,18,"+",4,4,5,4,4,,,,,,"xuhuisheng/sonar-l10n-zh"
"xuhuisheng/sonar-l10n-zh",402,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:22","2024-01-26 01:22",8936,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26,"0,5","0,16666667","Attractive","Attractive -> Attractive","SAME",3,18,4,5,2,3,34,54,334,2,8,21,145,"fcff1f64c916f21f861d4debaa4ddd4ce186bb77",,0,0,0,0,0,0,0,0,183,0,224,"++",5,"low: 140 *** moderate: 33 *** high: 0 *** very_high: 0 ***","low: 76.503 *** moderate: 18.033 *** high: 0 *** very_high: 0 ***","low: 84 *** moderate: 33 *** high: 56 *** very_high: 0 ***","low: 45.902 *** moderate: 18.033 *** high: 30.601 *** very_high: 0 ***","++",5,"-",2,0,0,0,"++",5,"+",4,"++",5,"o",4,4,"8,0294",23,83,19,19,1,19,3,3,41,18,"+",4,4,5,4,4,4,5,4,4,"Attractive","xuhuisheng/sonar-l10n-zh"
