"full_name","id","run_uuid","created_at","updated_at","repository_id","period_start_date","period_end_date","previous_period_start_date","previous_period_end_date","interval_weeks","sticky_metric_score","magnet_metric_score","oss_category","Transition","SIG change","developers_new_current_period","developers_total","developers_with_contributions_previous_period","developers_with_contributions_current_period","developers_with_contributions_previous_and_current_period","issues_count_current_period","issues_count_total","stargazers_count_current_period","stargazers_count_total","pull_requests_count_current_period","pull_requests_count_total","forks_count_current_period","forks_count_total","checkout_sha",,"bugs_current_period","bugs_total","bugs_closed_current_period","bugs_closed_total","support_current_period","support_total","support_closed_current_period","support_closed_total","total_loc","total_kloc","total_lines","sig_volume_ranking","sig_volume_ranking_numeric","loc_complexity_per_risk","percentage_complexity_per_risk","loc_unit_size_per_risk","percentage_unit_size_per_risk","sig_complexity_ranking","sig_complexity_ranking_value","sig_unit_size_ranking","sig_unit_size_ranking_value","duplication_line_count","duplication_block_count","duplication_percentage","sig_duplication_ranking","sig_duplication_ranking_numeric","sig_analysability_ranking","sig_analysability_ranking_numeric","sig_changeability_ranking","sig_changeability_ranking_numeric","sig_testability_ranking","sig_testability_ranking_numeric","sig_overall_ranking_numeric","issues_average_duration_days","comments_total","comments_relevant_percentage","comments_relevant","comments_relevant_loc","comments_copyright","comments_copyright_loc","comments_auxiliary","comments_auxiliary_loc","comments_loc","comments_percentage","sig_comments_ranking","sig_comments_ranking_numeric","sig_analysability_ranking_no_unit_tests","sig_changeability_ranking_no_unit_tests","sig_testability_ranking_no_unit_tests","sig_overall_ranking_numeric_no_unit_tests","prev_sig_analysability_ranking_no_unit_tests","prev_sig_changeability_ranking_no_unit_tests","prev_sig_testability_ranking_no_unit_tests","prev_sig_overall_ranking_numeric_no_unit_tests","prev_oss_category","full_name"
"xuhuisheng/sonar-l10n-zh",403,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:22","2024-01-26 01:22",8936,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26,"0,4","0,05263158","Stagnant","Attractive -> Stagnant","SAME",1,19,5,3,2,5,39,58,392,3,11,14,159,"6db1a66f43551b5b3bfee9ecb449263fc29baa6f",,0,0,0,0,0,0,0,0,183,0,224,"++",5,"low: 140 *** moderate: 33 *** high: 0 *** very_high: 0 ***","low: 76.503 *** moderate: 18.033 *** high: 0 *** very_high: 0 ***","low: 84 *** moderate: 33 *** high: 56 *** very_high: 0 ***","low: 45.902 *** moderate: 18.033 *** high: 30.601 *** very_high: 0 ***","++",5,"-",2,0,0,0,"++",5,"+",4,"++",5,"o",4,4,"7,6667",23,83,19,19,1,19,3,3,41,18,"+",4,4,5,4,4,4,5,4,4,"Attractive","xuhuisheng/sonar-l10n-zh"
"xuhuisheng/sonar-l10n-zh",404,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:22","2024-01-26 01:22",8936,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26,"0,66666667","0,05","Stagnant","Stagnant -> Stagnant","SAME",1,20,3,3,2,2,41,59,451,1,12,15,174,"6c59d5d9c07c9471c63108e4d64d7a907f421da1",,0,0,0,0,0,0,0,0,187,0,228,"++",5,"low: 143 *** moderate: 33 *** high: 0 *** very_high: 0 ***","low: 76.471 *** moderate: 17.647 *** high: 0 *** very_high: 0 ***","low: 87 *** moderate: 33 *** high: 56 *** very_high: 0 ***","low: 46.524 *** moderate: 17.647 *** high: 29.947 *** very_high: 0 ***","++",5,"-",2,0,0,0,"++",5,"+",4,"++",5,"o",4,4,"7,3415",23,83,19,19,1,19,3,3,41,18,"+",4,4,5,4,4,4,5,4,4,"Stagnant","xuhuisheng/sonar-l10n-zh"
"xuhuisheng/sonar-l10n-zh",405,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:22","2024-01-26 01:22",8936,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26,"0,66666667","0,04761905","Stagnant","Stagnant -> Stagnant","SAME",1,21,3,3,2,4,45,49,500,2,14,13,187,"e67f6a6510e15d2226323095566c828be8ae544e",,0,0,0,0,0,0,0,0,187,0,228,"++",5,"low: 143 *** moderate: 33 *** high: 0 *** very_high: 0 ***","low: 76.471 *** moderate: 17.647 *** high: 0 *** very_high: 0 ***","low: 87 *** moderate: 33 *** high: 56 *** very_high: 0 ***","low: 46.524 *** moderate: 17.647 *** high: 29.947 *** very_high: 0 ***","++",5,"-",2,0,0,0,"++",5,"+",4,"++",5,"o",4,4,"7,0465",23,83,19,19,1,19,3,3,41,18,"+",4,4,5,4,4,4,5,4,4,"Stagnant","xuhuisheng/sonar-l10n-zh"
"xuhuisheng/sonar-l10n-zh",406,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:22","2024-01-26 01:22",8936,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26,"0,66666667",0,"Stagnant","Stagnant -> Stagnant","SAME",0,21,3,2,2,4,49,41,541,0,14,10,197,"d8387321efad9c0c1990cfff42c891ac5f96a4d3",,0,0,0,0,0,0,0,0,187,0,228,"++",5,"low: 143 *** moderate: 33 *** high: 0 *** very_high: 0 ***","low: 76.471 *** moderate: 17.647 *** high: 0 *** very_high: 0 ***","low: 87 *** moderate: 33 *** high: 56 *** very_high: 0 ***","low: 46.524 *** moderate: 17.647 *** high: 29.947 *** very_high: 0 ***","++",5,"-",2,0,0,0,"++",5,"+",4,"++",5,"o",4,4,"11,5918",23,83,19,19,1,19,3,3,41,18,"+",4,4,5,4,4,4,5,4,4,"Stagnant","xuhuisheng/sonar-l10n-zh"
"xuhuisheng/sonar-l10n-zh",407,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:22","2024-01-26 01:22",8936,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26,"0,5",0,"Stagnant","Stagnant -> Stagnant","SAME",0,21,2,1,1,4,53,53,594,0,14,8,205,"d658c0fe7a2d3b1324c1a69685e4c210cbda653d",,0,0,0,0,0,0,0,0,187,0,228,"++",5,"low: 143 *** moderate: 33 *** high: 0 *** very_high: 0 ***","low: 76.471 *** moderate: 17.647 *** high: 0 *** very_high: 0 ***","low: 87 *** moderate: 33 *** high: 56 *** very_high: 0 ***","low: 46.524 *** moderate: 17.647 *** high: 29.947 *** very_high: 0 ***","++",5,"-",2,0,0,0,"++",5,"+",4,"++",5,"o",4,4,"14,4423",23,83,19,19,1,19,3,3,41,18,"+",4,4,5,4,4,4,5,4,4,"Stagnant","xuhuisheng/sonar-l10n-zh"
"xuhuisheng/sonar-l10n-zh",408,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:22","2024-01-26 01:22",8936,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26,1,"0,08695652","Attractive","Stagnant -> Attractive","SAME",2,23,1,3,1,5,58,45,639,4,18,5,210,"ad53a2f2a2b01a1df9842f055ca615c05fbe917f",,0,0,0,0,0,0,0,0,187,0,228,"++",5,"low: 143 *** moderate: 33 *** high: 0 *** very_high: 0 ***","low: 76.471 *** moderate: 17.647 *** high: 0 *** very_high: 0 ***","low: 87 *** moderate: 33 *** high: 56 *** very_high: 0 ***","low: 46.524 *** moderate: 17.647 *** high: 29.947 *** very_high: 0 ***","++",5,"-",2,0,0,0,"++",5,"+",4,"++",5,"o",4,4,"16,431",23,83,19,19,1,19,3,3,41,18,"+",4,4,5,4,4,4,5,4,4,"Stagnant","xuhuisheng/sonar-l10n-zh"
"ua-parser/uap-java",409,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:23","2024-01-26 01:23",8944,2019-01-01,2019-07-02,2018-07-03,2019-01-01,26,0,"0,14285714","Fluctuating",,,5,35,2,6,0,9,42,37,177,5,26,11,101,"228d8d99df61721e1aae6842165de0cc77135b36",,0,0,0,0,0,0,0,0,571,1,778,"++",5,"low: 381 *** moderate: 78 *** high: 0 *** very_high: 0 ***","low: 66.725 *** moderate: 13.66 *** high: 0 *** very_high: 0 ***","low: 381 *** moderate: 78 *** high: 0 *** very_high: 0 ***","low: 66.725 *** moderate: 13.66 *** high: 0 *** very_high: 0 ***","++",5,"++",5,6,2,"1,05","++",5,"+",5,"++",5,"+",5,5,"135,05",33,30,10,39,17,163,6,6,208,27,"+",4,5,5,5,5,,,,,,"ua-parser/uap-java"
"ua-parser/uap-java",410,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:23","2024-01-26 01:23",8944,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26,"0,16666667","0,07894737","Fluctuating","Fluctuating -> Fluctuating","SAME",3,38,6,4,1,6,48,26,203,3,29,7,108,"302ee8aac669653a009ed8c19e02367813d569bb",,0,0,0,0,0,0,0,0,569,1,776,"++",5,"low: 382 *** moderate: 78 *** high: 0 *** very_high: 0 ***","low: 67.135 *** moderate: 13.708 *** high: 0 *** very_high: 0 ***","low: 382 *** moderate: 78 *** high: 0 *** very_high: 0 ***","low: 67.135 *** moderate: 13.708 *** high: 0 *** very_high: 0 ***","++",5,"++",5,6,2,"1,05","++",5,"+",5,"++",5,"+",5,5,"128,6364",33,30,10,39,17,163,6,6,208,27,"+",4,5,5,5,5,5,5,5,5,"Fluctuating","ua-parser/uap-java"
"ua-parser/uap-java",411,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:23","2024-01-26 01:23",8944,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26,"0,25","0,0952381","Attractive","Fluctuating -> Attractive","SAME",4,42,4,5,1,7,55,20,223,4,33,6,114,"6aceb26f05762dfeac469e648fe64bf7c576d5a3",,0,0,0,0,0,0,0,0,569,1,776,"++",5,"low: 382 *** moderate: 78 *** high: 0 *** very_high: 0 ***","low: 67.135 *** moderate: 13.708 *** high: 0 *** very_high: 0 ***","low: 382 *** moderate: 78 *** high: 0 *** very_high: 0 ***","low: 67.135 *** moderate: 13.708 *** high: 0 *** very_high: 0 ***","++",5,"++",5,6,2,"1,05","++",5,"+",5,"++",5,"+",5,5,"201,6538",33,30,10,39,17,163,6,6,208,27,"+",4,5,5,5,5,5,5,5,5,"Fluctuating","ua-parser/uap-java"
"ua-parser/uap-java",412,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:23","2024-01-26 01:23",8944,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26,"0,2","0,08695652","Fluctuating","Attractive -> Fluctuating","SAME",4,46,5,5,1,6,61,17,240,4,37,7,121,"8a9040176a01d86d7bd876eaccd51d3872f601bf",,0,0,0,0,0,0,0,0,572,1,785,"++",5,"low: 383 *** moderate: 78 *** high: 0 *** very_high: 0 ***","low: 66.958 *** moderate: 13.636 *** high: 0 *** very_high: 0 ***","low: 383 *** moderate: 78 *** high: 0 *** very_high: 0 ***","low: 66.958 *** moderate: 13.636 *** high: 0 *** very_high: 0 ***","++",5,"++",5,6,2,"1,05","++",5,"+",5,"++",5,"+",5,5,"331,3333",33,30,10,45,17,163,6,6,214,27,"+",4,5,5,5,5,5,5,5,5,"Attractive","ua-parser/uap-java"
"ua-parser/uap-java",413,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:23","2024-01-26 01:23",8944,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26,"0,2","0,06122449","Terminal","Fluctuating -> Terminal","SAME",3,49,5,4,1,6,67,22,262,2,39,10,131,"7a52a0809ada19dce0df53b04d78b351c152be49",,0,0,0,0,0,0,0,0,583,1,798,"++",5,"low: 393 *** moderate: 78 *** high: 0 *** very_high: 0 ***","low: 67.41 *** moderate: 13.379 *** high: 0 *** very_high: 0 ***","low: 393 *** moderate: 78 *** high: 0 *** very_high: 0 ***","low: 67.41 *** moderate: 13.379 *** high: 0 *** very_high: 0 ***","++",5,"++",5,6,2,"1,03","++",5,"+",5,"++",5,"+",5,5,"319,1042",32,28,9,47,17,163,6,6,216,27,"+",4,5,5,5,5,5,5,5,5,"Fluctuating","ua-parser/uap-java"
"ua-parser/uap-java",414,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:23","2024-01-26 01:23",8944,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26,0,0,"Terminal","Terminal -> Terminal","SAME",0,49,4,0,0,1,68,23,285,0,39,5,136,"7a52a0809ada19dce0df53b04d78b351c152be49",,0,0,0,0,0,0,0,0,583,1,798,"++",5,"low: 393 *** moderate: 78 *** high: 0 *** very_high: 0 ***","low: 67.41 *** moderate: 13.379 *** high: 0 *** very_high: 0 ***","low: 393 *** moderate: 78 *** high: 0 *** very_high: 0 ***","low: 67.41 *** moderate: 13.379 *** high: 0 *** very_high: 0 ***","++",5,"++",5,6,2,"1,03","++",5,"+",5,"++",5,"+",5,5,"324,66",32,28,9,47,17,163,6,6,216,27,"+",4,5,5,5,5,5,5,5,5,"Terminal","ua-parser/uap-java"
"ua-parser/uap-java",415,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:23","2024-01-26 01:23",8944,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26,0,0,"Terminal","Terminal -> Terminal","SAME",0,49,0,1,0,1,69,19,304,0,39,3,139,"7b5a16a36cb900e6bfdf7dcbda77e83e39b979fe",,0,0,0,0,0,0,0,0,583,1,798,"++",5,"low: 393 *** moderate: 78 *** high: 0 *** very_high: 0 ***","low: 67.41 *** moderate: 13.379 *** high: 0 *** very_high: 0 ***","low: 393 *** moderate: 78 *** high: 0 *** very_high: 0 ***","low: 67.41 *** moderate: 13.379 *** high: 0 *** very_high: 0 ***","++",5,"++",5,6,2,"1,03","++",5,"+",5,"++",5,"+",5,5,"319,5577",32,28,9,47,17,163,6,6,216,27,"+",4,5,5,5,5,5,5,5,5,"Terminal","ua-parser/uap-java"
"ua-parser/uap-java",416,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:23","2024-01-26 01:23",8944,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26,0,"0,03921569","Terminal","Terminal -> Terminal","SAME",2,51,1,3,0,6,75,17,321,4,43,10,149,"f8ec46eb515061177d4fb847caa384db76a91d3d",,0,0,0,0,0,0,0,0,583,1,798,"++",5,"low: 393 *** moderate: 78 *** high: 0 *** very_high: 0 ***","low: 67.41 *** moderate: 13.379 *** high: 0 *** very_high: 0 ***","low: 393 *** moderate: 78 *** high: 0 *** very_high: 0 ***","low: 67.41 *** moderate: 13.379 *** high: 0 *** very_high: 0 ***","++",5,"++",5,6,2,"1,03","++",5,"+",5,"++",5,"+",5,5,"315,2264",32,28,9,47,17,163,6,6,216,27,"+",4,5,5,5,5,5,5,5,5,"Terminal","ua-parser/uap-java"
"ItzSomebody/radon",417,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:25","2024-01-26 01:25",8973,2019-01-01,2019-07-02,2018-07-03,2019-01-01,26,"0,16666667","0,58823529","Fluctuating",,,10,17,6,11,1,25,77,37,113,13,22,11,30,"c46872270f79b8dfde1974738286ca29a20303e3",,0,0,0,0,2,3,2,3,13923,14,17933,"++",5,"low: 9295 *** moderate: 566 *** high: 932 *** very_high: 273 ***","low: 66.76 *** moderate: 4.065 *** high: 6.694 *** very_high: 1.961 ***","low: 4617 *** moderate: 1189 *** high: 1272 *** very_high: 3988 ***","low: 33.161 *** moderate: 8.54 *** high: 9.136 *** very_high: 28.643 ***","-",2,"--",1,819,220,"5,88","o",3,"o",3,"o",3,"-",2,3,"30,6479",530,44,232,602,258,3424,40,44,4070,23,"+",4,3,3,2,3,,,,,,"ItzSomebody/radon"
"ItzSomebody/radon",418,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:25","2024-01-26 01:25",8973,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26,"0,09090909","0,19047619","Fluctuating","Fluctuating -> Fluctuating","SAME",4,21,11,5,1,8,85,25,138,6,28,7,37,"b9201efa0201e9d05618722b2108273a7e074f79",,0,0,0,0,0,3,0,3,13319,13,17451,"++",5,"low: 8923 *** moderate: 570 *** high: 932 *** very_high: 273 ***","low: 66.995 *** moderate: 4.28 *** high: 6.998 *** very_high: 2.05 ***","low: 4245 *** moderate: 1099 *** high: 1385 *** very_high: 3969 ***","low: 31.872 *** moderate: 8.251 *** high: 10.399 *** very_high: 29.8 ***","-",2,"--",1,825,216,"6,19","o",3,"o",3,"o",3,"-",2,3,"31,8133",545,43,232,594,265,3546,48,52,4192,24,"+",4,3,3,2,3,3,3,2,3,"Fluctuating","ItzSomebody/radon"
"ItzSomebody/radon",419,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:25","2024-01-26 01:25",8973,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26,"0,4","0,04545455","Stagnant","Fluctuating -> Stagnant","SAME",1,22,5,3,2,3,88,41,179,1,29,12,49,"cdac671f0745f105361fbb714f7b6410a8c7ce34",,0,0,0,0,0,3,0,3,13427,13,17562,"++",5,"low: 8969 *** moderate: 570 *** high: 932 *** very_high: 273 ***","low: 66.798 *** moderate: 4.245 *** high: 6.941 *** very_high: 2.033 ***","low: 4291 *** moderate: 1099 *** high: 1385 *** very_high: 3969 ***","low: 31.958 *** moderate: 8.185 *** high: 10.315 *** very_high: 29.56 ***","-",2,"--",1,825,216,"6,14","o",3,"o",3,"o",3,"-",2,3,"42,4146",546,42,232,594,266,3549,48,52,4195,24,"+",4,3,3,2,3,3,3,2,3,"Fluctuating","ItzSomebody/radon"
"ItzSomebody/radon",420,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:25","2024-01-26 01:25",8973,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26,0,"0,04347826","Terminal","Stagnant -> Terminal","SAME",1,23,3,1,0,0,88,27,206,0,29,2,51,"9468444b37bdfcfcffe5dd1ca302eca5b80e93a6",,0,0,0,0,0,3,0,3,13427,13,17562,"++",5,"low: 8969 *** moderate: 570 *** high: 932 *** very_high: 273 ***","low: 66.798 *** moderate: 4.245 *** high: 6.941 *** very_high: 2.033 ***","low: 4291 *** moderate: 1099 *** high: 1385 *** very_high: 3969 ***","low: 31.958 *** moderate: 8.185 *** high: 10.315 *** very_high: 29.56 ***","-",2,"--",1,825,216,"6,14","o",3,"o",3,"o",3,"-",2,3,"42,4146",546,42,232,594,266,3549,48,52,4195,24,"+",4,3,3,2,3,3,3,2,3,"Stagnant","ItzSomebody/radon"
"ItzSomebody/radon",421,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:25","2024-01-26 01:25",8973,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26,1,"0,08","Attractive","Terminal -> Attractive","SAME",2,25,1,3,1,6,94,45,251,2,31,6,57,"c84286d9ab86c95edf2c976066c4a78ccd8bbb0a",,0,0,0,0,0,3,0,3,13427,13,17562,"++",5,"low: 8969 *** moderate: 570 *** high: 932 *** very_high: 273 ***","low: 66.798 *** moderate: 4.245 *** high: 6.941 *** very_high: 2.033 ***","low: 4291 *** moderate: 1099 *** high: 1385 *** very_high: 3969 ***","low: 31.958 *** moderate: 8.185 *** high: 10.315 *** very_high: 29.56 ***","-",2,"--",1,825,216,"6,14","o",3,"o",3,"o",3,"-",2,3,"43,7791",546,42,232,594,266,3549,48,52,4195,24,"+",4,3,3,2,3,3,3,2,3,"Terminal","ItzSomebody/radon"
"ItzSomebody/radon",422,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:25","2024-01-26 01:25",8973,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26,0,"0,07407407","Fluctuating","Attractive -> Fluctuating","SAME",2,27,3,2,0,3,97,30,281,1,32,7,64,"c84286d9ab86c95edf2c976066c4a78ccd8bbb0a",,0,0,0,0,0,3,0,3,13427,13,17562,"++",5,"low: 8969 *** moderate: 570 *** high: 932 *** very_high: 273 ***","low: 66.798 *** moderate: 4.245 *** high: 6.941 *** very_high: 2.033 ***","low: 4291 *** moderate: 1099 *** high: 1385 *** very_high: 3969 ***","low: 31.958 *** moderate: 8.185 *** high: 10.315 *** very_high: 29.56 ***","-",2,"--",1,825,216,"6,14","o",3,"o",3,"o",3,"-",2,3,"43,5172",546,42,232,594,266,3549,48,52,4195,24,"+",4,3,3,2,3,3,3,2,3,"Attractive","ItzSomebody/radon"
"ItzSomebody/radon",423,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:25","2024-01-26 01:25",8973,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26,0,0,"Terminal","Fluctuating -> Terminal","SAME",0,27,2,0,0,1,98,22,303,0,32,5,69,"c84286d9ab86c95edf2c976066c4a78ccd8bbb0a",,0,0,0,0,0,3,0,3,13427,13,17562,"++",5,"low: 8969 *** moderate: 570 *** high: 932 *** very_high: 273 ***","low: 66.798 *** moderate: 4.245 *** high: 6.941 *** very_high: 2.033 ***","low: 4291 *** moderate: 1099 *** high: 1385 *** very_high: 3969 ***","low: 31.958 *** moderate: 8.185 *** high: 10.315 *** very_high: 29.56 ***","-",2,"--",1,825,216,"6,14","o",3,"o",3,"o",3,"-",2,3,"43,0795",546,42,232,594,266,3549,48,52,4195,24,"+",4,3,3,2,3,3,3,2,3,"Fluctuating","ItzSomebody/radon"
"ItzSomebody/radon",424,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:25","2024-01-26 01:25",8973,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26,0,0,"Terminal","Terminal -> Terminal","SAME",0,27,0,1,0,2,100,21,324,1,33,2,71,"7d3e8719afdb832c95ca19e2817e33d2b3f36c32",,0,0,0,0,0,3,0,3,8303,8,10649,"++",5,"low: 5566 *** moderate: 485 *** high: 277 *** very_high: 0 ***","low: 67.036 *** moderate: 5.841 *** high: 3.336 *** very_high: 0 ***","low: 3851 *** moderate: 486 *** high: 279 *** very_high: 1712 ***","low: 46.381 *** moderate: 5.853 *** high: 3.36 *** very_high: 20.619 ***","+",4,"--",1,426,122,"5,13","o",3,"o",3,"+",4,"o",3,3,"55,172",416,53,220,297,135,2049,61,61,2407,23,"+",4,3,4,3,3,3,3,2,3,"Terminal","ItzSomebody/radon"
"SeeSharpSoft/intellij-csv-validator",425,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:27","2024-01-26 01:27",8982,2019-01-01,2019-07-02,2018-07-03,2019-01-01,26,1,"0,25","Attractive",,,1,4,3,4,3,55,139,29,61,26,68,4,10,"e7756a4e934d6f585457f3fe69a6d0085d47da0a",,8,19,8,19,0,0,0,0,5227,5,5344,"++",5,"low: 3224 *** moderate: 105 *** high: 0 *** very_high: 0 ***","low: 61.68 *** moderate: 2.009 *** high: 0 *** very_high: 0 ***","low: 3049 *** moderate: 180 *** high: 100 *** very_high: 0 ***","low: 58.332 *** moderate: 3.444 *** high: 1.913 *** very_high: 0 ***","++",5,"++",5,77,23,"1,47","++",5,"+",4,"+",4,"+",4,4,"11,9542",61,85,52,91,3,17,6,6,114,2,"-",2,4,4,5,4,,,,,,"SeeSharpSoft/intellij-csv-validator"
"SeeSharpSoft/intellij-csv-validator",426,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:27","2024-01-26 01:27",8982,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26,"0,5",0,"Stagnant","Attractive -> Stagnant","SAME",0,4,4,2,2,29,168,37,98,16,84,2,12,"98e4f2f27db9e61cd3d2bedf97214ef9b89b5312",,7,26,6,25,0,0,0,0,5535,6,5654,"++",5,"low: 3442 *** moderate: 109 *** high: 0 *** very_high: 0 ***","low: 62.186 *** moderate: 1.969 *** high: 0 *** very_high: 0 ***","low: 3264 *** moderate: 184 *** high: 103 *** very_high: 0 ***","low: 58.97 *** moderate: 3.324 *** high: 1.861 *** very_high: 0 ***","++",5,"++",5,56,16,"1,01","++",5,"+",4,"+",4,"+",4,4,"14,1677",63,83,52,91,3,17,8,8,116,2,"-",2,4,4,5,4,4,4,5,4,"Attractive","SeeSharpSoft/intellij-csv-validator"
"SeeSharpSoft/intellij-csv-validator",427,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:27","2024-01-26 01:27",8982,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26,1,0,"Stagnant","Stagnant -> Stagnant","SAME",0,4,2,2,2,64,232,33,131,25,109,3,15,"14533e4ac99b0ef64ea29efe1dcf8adf5b79405d",,6,32,6,31,0,0,0,0,6257,6,6375,"++",5,"low: 3766 *** moderate: 202 *** high: 0 *** very_high: 0 ***","low: 60.189 *** moderate: 3.228 *** high: 0 *** very_high: 0 ***","low: 3636 *** moderate: 184 *** high: 148 *** very_high: 0 ***","low: 58.111 *** moderate: 2.941 *** high: 2.365 *** very_high: 0 ***","++",5,"++",5,57,16,"0,91","++",5,"+",4,"+",4,"+",4,4,"13,0049",62,82,51,90,3,17,8,8,115,2,"-",2,4,4,5,4,4,4,5,4,"Stagnant","SeeSharpSoft/intellij-csv-validator"
"SeeSharpSoft/intellij-csv-validator",428,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:27","2024-01-26 01:27",8982,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26,1,0,"Stagnant","Stagnant -> Stagnant","SAME",0,4,2,2,2,20,252,47,178,10,119,2,17,"cdfcb7dc30963c325e01e63f216a95d949dee0de",,2,34,1,32,0,0,0,0,6504,7,6624,"++",5,"low: 3910 *** moderate: 206 *** high: 0 *** very_high: 0 ***","low: 60.117 *** moderate: 3.167 *** high: 0 *** very_high: 0 ***","low: 3736 *** moderate: 225 *** high: 155 *** very_high: 0 ***","low: 57.442 *** moderate: 3.459 *** high: 2.383 *** very_high: 0 ***","++",5,"++",5,57,16,"0,88","++",5,"+",4,"+",4,"+",4,4,"17,2063",64,83,53,92,3,17,8,8,117,2,"-",2,4,4,5,4,4,4,5,4,"Stagnant","SeeSharpSoft/intellij-csv-validator"
"SeeSharpSoft/intellij-csv-validator",429,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 01:27","2024-01-26 01:27",8982,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26,1,0,"Stagnant","Stagnant -> Stagnant","SAME",0,4,2,2,2,40,292,40,218,20,139,6,23,"655cf8dd26f881242d92cda816c73154faa167f9",,7,41,6,38,0,0,0,0,6771,7,6900,"++",5,"low: 4101 *** moderate: 209 *** high: 0 *** very_high: 0 ***","low: 60.567 *** moderate: 3.087 *** high: 0 *** very_high: 0 ***","low: 3899 *** moderate: 256 *** high: 155 *** very_high: 0 ***","low: 57.584 *** moderate: 3.781 *** high: 2.289 *** very_high: 0 ***","++",5,"++",5,47,14,"0,69","++",5,"+",4,"+",4,"+",4,4,"17,1328",73,85,62,101,3,17,8,8,126,2,"-",2,4,4,5,4,4,4,5,4,"Stagnant","SeeSharpSoft/intellij-csv-validator"
